Title,Authors,Venue,Year,Library,I1,I2,I3,I4,I5,I6,E1,E2,E3,E4,Included,Ground truth,Reason,Publication type,Publication venue,Publication date,Primary study DOI,Primary study Scopus EID,Keywords,Abstract
Self-Organizing Smart Grid Services,"Awad, Abdalkarim;German, Reinhard","Next Generation Mobile Applications, Services and Technologies (NGMAST), 2012 6th International Conference on",2012,IEEE,0,0,0,NN,NN,NN,NN,NN,NN,NN,NO,Exclude,,cp,"Proceedings - 6th International Conference on Next Generation Mobile Applications, Services, and Technologies, NGMAST 2012",2012-11-06,10.1109/NGMAST.2012.27,2-s2.0-84868223601,Evaluation | Self-organization | Services | Smartgrid,"Decentralized and self-organizing mechanisms present promising approaches to deal with the massive amount of data generated by different components in the smart grid. In this work we present a self-organized approach that is able to take decisions locally and in a distributed way. Our approach distinguishes between an infrastructure level and a decision level. The middleware processes running on the infrastructure level, which provides services such as routing, data filtering and aggregation. The decision level defines an explicitly and declaratively represented dynamic meta model that provides the semantics for the infrastructure level processes, which support interoperability. Additionally, this level runs processes that design, supervise and control agents on the infrastructure level. The levels coupled together through feedback loop that ensures that relevant changes on the infrastructure level are reflected in the decision level and vice versa. The corresponding reflection principles provide the basis for the implementation of the self-organizing mechanisms that govern the overall system. We distinguish two complementary categories of quality metrics for evaluating self-organizing systems. The first category explores the performance of the algorithm with respect to the target application such as delay, path length and success rate. In the context of self-organizing systems, it is important to evaluate additional kind of metrics that do not depend necessarily on the application rather than on selforganizing characteristics of the algorithm. In this paper we focus on the second type, and particularly on self-organizing properties of the algorithms. © 2012 IEEE."
Self-Reflection and Personal Physicalization Construction,"Thudt, Alice;Hinrichs, Uta;Huron, Samuel;Carpendale, Sheelagh",CHI '18,2018,ACM,0,NN,NN,NN,NN,NN,NN,NN,NN,NN,NO,Exclude,,cp,Conference on Human Factors in Computing Systems - Proceedings,2018-04-20,10.1145/3173574.3173728,2-s2.0-85046942096,Constructive visualization | Personal data | Self-reflection,"© 2018 Copyright is held by the owner/author(s).Self-reflection is a central goal of personal informatics systems, and constructing visualizations from physical tokens has been found to help people reflect on data. However, so far, constructive physicalization has only been studied in lab environments with provided datasets. Our qualitative study investigates the construction of personal physicalizations in people's domestic environments over 2-4 weeks. It contributes an understanding of (1) the process of creating personal physicalizations, (2) the types of personal insights facilitated, (3) the integration of selfreflection in the physicalization process, and (4) its benefits and challenges for self-reflection. We found that in constructive personal physicalization, data collection, construction and self-reflections are deeply intertwined. This extends previous models of visualization creation and data-driven self-reflection. We outline how benefits such as reflection through manual construction, personalization, and presence in everyday life can be transferred to a wider set of digital and physical systems."
"Self-regulated learning: A new concept embraced by researchers, policy makers, educators, teachers, and students","Boekaerts, Monique",Learning and Instruction,1997,ScienceDirect,NN,NN,NN,NN,NN,NN,NN,NN,NN,1,NO,Exclude,,ar,Learning and Instruction,1997-01-01,10.1016/S0959-4752(96)00015-1,2-s2.0-0031161593,,"In the past decade self-regulated learning (SRL) has been studied extensively. It has been defined as a complex interactive process involving not only cognitive self-regulation but also motivational self-regulation. An increasing body of knowledge attests that cognitive self-regulation can be taught and that students who use these self-regulatory skills obtain better grades in the content domain to which these skills apply. However, students who self-regulate on one occasion may not self-regulate their studying on another occasion, despite the acknowledged benefits. It is argued that self-regulated learning can be domain-specific or domain-transcending, and that competent performers in a specific domain rely on different types of prior knowledge related to that domain. In this paper a conceptual review on self-regulated learning is offered on. Four major points will be addressed. First, six types of prior knowledge will be described. Second, it is documented that SRL can be a complex, demanding and deliberate activity, but also a simple, habitual and automatic activity. Third, it will be argued that we have covered some ground demonstrating that cognitive self-regulation can be taught. Fourth, motivational self-regulation will be addressed in an attempt to clarify its position in the six component model of self-regulated learning. Finally, our intervention program will be briefly described in an attempt to demonstrate how the various design recommendations given in the previous sections can be put to the test. © 1997 Elsevier Science Ltd. All rights reserved."
Self-Sustainability in Nano Unmanned Aerial Vehicles: A Blimp Case Study,"Palossi, Daniele;Gomez, Andres;Draskovic, Stefan;Keller, Kevin;Benini, Luca;Thiele, Lothar",CF'17,2017,ACM,0,NN,NN,NN,NN,NN,NN,NN,NN,NN,NO,Exclude,,cp,"ACM International Conference on Computing Frontiers 2017, CF 2017",2017-05-15,10.1145/3075564.3075580,2-s2.0-85027033077,Blimp | Energy neutrality | Self sustainability | UAV,"© 2017 ACM.Nowadays nano Unmanned Aerial Vehicles (UAV's), such as quadcopters, have very limited flight times, tens of minutes at most. The main constraints are energy density of the batteries and the engine power required for flight. In this work, we present a nano-sized blimp platform, consisting of a helium balloon and a rotorcraft. Thanks to the lift provided by helium, the blimp requires relatively little energy to remain at a stable altitude. We also introduce the concept of duty-cycling high power actuators, to reduce the energy requirements for hovering even further. With the addition of a solar panel, it is even feasible to sustain tens or hundreds of flight hours in modest lighting conditions (including indoor usage). A functioning 52 gram prototype was thoroughly characterized and its lifetime was measured in different harvesting conditions. Both our system model and the experimental results indicate our proposed platform requires less than 200mW to hover in a self sustainable fashion. This represents, to the best of our knowledge, the first nano-size UAV for long term hovering with low power requirements."
Self-sustained Routing for Event Diffusion in Wireless Sensor Networks,"Terfloth, Kirsten;Schiller, Jochen","RuleML '08: Proceedings of the International Symposium on Rule Representation, Interchange and Reasoning on the Web",2008,ACM,0,0,0,NN,NN,NN,NN,NN,NN,NN,NO,Exclude,,cp,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2008-01-01,10.1007/978-3-540-88808-6_25,2-s2.0-57349116969,Domain-specific language | FACTS | Middleware | Routing | Rules | Wireless sensor networks,"Wireless sensor networks have the potential to become a scalable, low-cost and highly flexible tool for distributed monitoring and/or event recognition: Embedded devices that coordinate themselves via wireless communication to implement a common, distributed application are already seeing first industrial adaption in e.g. home automation, personal health or environmental monitoring. Despite of their valuable properties they put a high burden upon application development since critical issues such as a general resource scarcity, the unreliable communication medium and the management of distribution are often visible throughout the protocol stack to ensure efficient utilization. In the demo, we will show how our middleware framework FACTS helps to alleviate problems in implementation of both system- and application-level code. Providing a rule-based, domain-specific language, FACTS is especially suited to express event-driven tasks. Therefore, we will showcase how to efficiently program a self-sustained routing protocol forwarding relevant events to dedicated sink nodes with only a handful of rules. © 2008 Springer Berlin Heidelberg."
"Self, Social and Monopoly Optimization in Observable Queues","Hassin, Refael;Snitkovsky, Ran I.",VALUETOOLS 2017,2017,ACM,0,NN,NN,NN,NN,NN,NN,NN,NN,NN,NO,Exclude,,cp,ACM International Conference Proceeding Series,2017-12-05,10.1145/3150928.3150949,2-s2.0-85051675610,Observable Queues | Rational Queueing,"© 2017 ACM.Naor?s [8] celebrated paper studies customer decisions in an observable M/M/1 queue where customers utility from joining the system is is a linear decreasing function of the joined position in queue. Naor derives the optimal threshold strategies for the individual, social planner and monopoly. The optimal threshold imposed by a monopoly is not greater than the socially optimal threshold, which is not greater than the individual?s threshold. Studies show that this triangular relation holds in a more general setup where the utility function is not necessarily linear. Many of these extensions share common features. We point out conditions that imply the aforementioned result, and apply them to a new model motivated by order-driven markets. In the new model, customers choose between joining and balking when they might be forced to abandon the system before service completion, and the expected value of joining depends on the service completion probability, which is not linear in the observed queue size."
Selfish vs. Global Behavior Promotion in Car Controller Evolution,"Talamini, Jacopo;Medvet, Eric;Scaini, Giovanni;Bartoli, Alberto",GECCO '18,2018,ACM,0,NN,NN,NN,NN,NN,NN,NN,NN,NN,NO,Exclude,,cp,GECCO 2018 Companion - Proceedings of the 2018 Genetic and Evolutionary Computation Conference Companion,2018-07-06,10.1145/3205651.3208254,2-s2.0-85051117556,Collective behavior | Driverless car | NEAT | Neuroevolution,"© 2018 Association for Computing Machinery.We consider collective tasks to be solved by simple agents synthesized automatically by means of neuroevolution. We investigate whether driving neuroevolution by promoting a form of selfish behavior, i.e., by optimizing a fitness index that synthesizes the behavior of each agent independent of any other agent, may also result in optimizing global, system-wide properties. We focus on a specific and challenging task, i.e., evolutionary synthesis of agent as car controller for a road traffic scenario. Based on an extensive simulation-based analysis, our results indicate that even by optimizing the behavior of each single agent, the resulting system-wide performance is comparable to the performance resulting from optimizing the behavior of the system as a whole. Furthermore, agents evolved with a fitness promoting selfish behavior appear to lead to a system that is globally more robust with respect to the presence of unskilled agents."
Semantic modeling of Virtual Environments using MASCARET,"Chevaillier, Pierre;Trinh, Thanh Hai;Barange, Mukesh;De Loor, Pierre;Devillers, Frédéric;Soler, Julien;Querrec, Ronan","Software Engineering and Architectures for Realtime Interactive Systems (SEARIS), 2012 5th Workshop on",2012,IEEE,0,0,0,NN,NN,NN,NN,NN,NN,NN,NO,Exclude,,cp,"2012 5th Workshop on Software Engineering and Architectures for Realtime Interactive Systems, SEARIS 2012",2012-08-21,10.1109/SEARIS.2012.6231174,2-s2.0-84865049865,knowledge representation | modeling methodologies | semantic modeling | virtual reality,"Many Virtual Reality (VR) applications, such as Virtual Learning Environments or Interactive Virtual Tours, are based on a rich semantic description of the environment and tasks that users have to perform. These applications are built upon Virtual Environments (VEs) in which artificial agents act autonomously while interacting in realtime with users. Semantic modelling of a VR environment makes it possible the knowledge-driven access from the description of VEs that simplifies the development of VR applications. It eases the development of these types of applications. Semantic modelling should provide a consistent representation of the following aspects: 1) The simulated world, its structure and the behavior of its entities, 2) Interactions and tasks, that users and agents can perform in the environment, 3) Knowledge items, that autonomous agents can use for decision-making or for communication with users. This paper presents MASCARET, a model-based approach, for the design of semantic VR environments. This approach is based on the Unified Modeling Language (UML). In this approach, UML is used to provide a knowledge-driven access to the semantic contents of the VE and not for code generation, as in classical software development process. Interests of a UML-based approach are that its metamodel covers different views of the semantic modelling: ontology, structure, behaviors, interactions, activities. It is also an extensible language that can be specialized to provide formal operational semantics. We also present how MASCARET can be used to develop content-rich interactive applications that can be deployed over various VR platforms. Finally, we discuss the benefits of such a metamodel-based approach and show how the multi-layer semantic model can be used in different VR applications, in which adaptive behaviors of artificial agents acting within complex environments have to be simulated. © 2012 IEEE."
Semantic Scene Segmentation for Indoor Robot Navigation via Deep Learning,"Yeboah, Yao;Yanguang, Cai;Wu, Wei;Farisi, Zeyad",ICRCA '18,2018,ACM,0,NN,NN,NN,NN,NN,NN,NN,NN,NN,NO,Exclude,,cp,ACM International Conference Proceeding Series,2018-08-11,10.1145/3265639.3265671,2-s2.0-85057586522,Convolutional Neural Network (CNN) | Indoor Robot Navigation | Semantic Segmentation | Transfer Learning,"© 2018 Association for Computing Machinery.This paper presents a vision-based framework for indoor robot navigation which exploits semantic segmentation and deep learning towards accurate and efficient indoor scene mapping and collision-free navigation for hardware constrained robotics. Firstly, a scheme for accurate and efficient path extraction using deep convolutional neural networks (DCNNs) and transfer learning for semantic pixel-wise segmentation is put forward. Secondly, multiple DCNN architectures and semantic segmentation techniques are explored to highlight the challenges associated with implementation as well as the trade-offs between accuracy and efficiency associated with the state-of-the-art. Finally, the achieved models are deployed and experimentally validated. Experimental results highlight promising potential with good segmentation accuracies and real-time feasibility. Results further highlight significant accuracy-efficiency trade-offs which are strongly driven by model decoder sub-network design."
Semantic self-management and mediation for home service platforms,Schaefer J.,"Lecture Notes in Informatics (LNI), Proceedings - Series of the Gesellschaft fur Informatik (GI)",2014,Scopus,0,0,0,NN,NN,NN,NN,NN,NN,NN,NO,Exclude,,cp,,,,2-s2.0-84922519542,,"Service-oriented computing has long outgrown the enterprise. Today, personal livingenvironments feature an increasing number of convenience-, health-and securityrelatedapplications provided by distributed interacting devices and services (oftencalled smart homes), which do not only support users but require management taskssuch as application installation, configuration and continuous maintenance. Thesetasks are becoming complex and error-prone. One way to escape this situation is toenable service platforms to configure and manage themselves. The approach presentedhere extends services with semantic descriptions to enable platform-independent autonomousservice level management and mediation using model driven architectureand autonomic computing concepts. It has been implemented as a semantic autonomicmanager, whose concept, prototypical implementation and evaluation are presented."
Semantic Speech Retrieval With a Visually Grounded Model of Untranscribed Speech,"Kamper, Herman;Shakhnarovich, Gregory;Livescu, Karen",Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition Workshops. 2018.,2018,ACM,0,NN,NN,NN,NN,NN,NN,NN,NN,NN,NO,Exclude,,ar,IEEE/ACM Transactions on Audio Speech and Language Processing,2019-01-01,10.1109/TASLP.2018.2872106,2-s2.0-85054359733,multimodal modelling | semantic retrieval | speech retrieval | spotting | Visual grounding,"© 2014 IEEE.There is a growing interest in models that can learn from unlabelled speech paired with visual context. This setting is relevant for low-resource speech processing, robotics, and human language acquisition research. Here, we study how a visually grounded speech model, trained on images of scenes paired with spoken captions, captures aspects of semantics. We use an external image tagger to generate soft text labels from images, which serve as targets for a neural model that maps untranscribed speech to (semantic) keyword labels. We introduce a newly collected data set of human semantic relevance judgements and an associated task, semantic speech retrieval, where the goal is to search for spoken utterances that are semantically relevant to a given text query. Without seeing any text, the model trained on parallel speech and images achieves a precision of almost 60% on its top ten semantic retrievals. Compared to a supervised model trained on transcriptions, our model matches human judgements better by some measures, especially in retrieving non-verbatim semantic matches. We perform an extensive analysis of the model and its resulting representations."
Semantic-based approach to streaming XML contents using Xstream,"Wong, E.Y.C.; Chan, A.T.S; Hong-va Leong","Computer Software and Applications Conference, 2003. COMPSAC 2003. Proceedings. 27th Annual International",2003,IEEE,0,0,0,NN,NN,NN,NN,NN,NN,NN,NO,Exclude,,cp,,,,2-s2.0-0344666717,,"XML (eXtensible Markup Language) has been developed and deployed by domain-specific standardization bodies and commercial companies. We investigate the possibilities and issues encompassing the use of generalized XML in a wireless computing environment. Current approaches of fragmenting data do not take into account of the semantics and structure of the data, therefore ignoring the specific needs of individual application. We propose a middleware, Xstream (XML Streaming) for fragmenting XML contents by leveraging on the rich semantics and structural characteristics of the XML document into autonomous units, which are known as XDU (Xstream Data Unit). In this paper we describe the framework and the techniques involved and study the performance of the techniques."
Semantic-oriented error correction for spoken query processing,"Jeong, Minwoo;Kim, Byeongchang;Lee, Gary Geunbae","Automatic Speech Recognition and Understanding, 2003. ASRU '03. 2003 IEEE Workshop on",2003,IEEE,0,0,0,NN,NN,NN,NN,NN,NN,NN,NO,Exclude,,cp,"2003 IEEE Workshop on Automatic Speech Recognition and Understanding, ASRU 2003",2003-01-01,10.1109/ASRU.2003.1318421,2-s2.0-72249084909,,"© 2003 IEEE.Voice input is often required in many new application environments such as telephone-based information retrieval, car navigation systems, and user-friendly interfaces, but the low success rate of speech recognition makes it difficult to extend its application to new fields. Popular approaches to increase the accuracy of the recognition rate have been researched by post-processing of the recognition results, but previous approaches were mainly lexical-oriented ones in post error correction. We suggest a new semantic-oriented approach to correct both semantic and lexical errors, which is also more accurate for especially domain-specific speech error correction. Through extensive experiments using a speech-driven in-vehicle telematics information application, we demonstrate the superior performance of our approach and some advantages over previous lexical-oriented approaches."
Semantically Enhanced Containers for Concurrent Real-Time Systems,"Dechev, Damian;Pirkelbauer, Peter;Rouquette, Nicolas;Stroustrup, Bjarne","Engineering of Computer Based Systems, 2009. ECBS 2009. 16th Annual IEEE International Conference and Workshop on the",2009,IEEE,0,0,0,NN,NN,NN,NN,NN,NN,NN,NO,Exclude,,cp,Proceedings of the International Symposium and Workshop on Engineering of Computer Based Systems,2009-07-16,10.1109/ECBS.2009.12,2-s2.0-67650236591,,"Future space missions, such as Mars Science Laboratory, are built upon computing platforms providing a high degree of autonomy and diverse functionality. The increased sophistication of robotic spacecraft has skyrocketed the complexity and cost of its software development and validation. The engineering of autonomous spacecraft software relies on the availability and application of advanced methods and tools that deliver safe concurrent synchronization as well as enable the validation of domainspecific semantic invariants. The software design and certification methodologies applied at NASA do not reach the level of detail of providing guidelines for the development of reliable concurrent software. To achieve effective and safe concurrent interactions as well as guarantee critical domain-specific properties in code, we introduce the notion of a Semantically Enhanced Container (SEC). A SEC is a data structure engineered to deliver the flexibility and usability of the popular ISO C++ Standard Template Library containers, while at the same time it is hand-crafted to guarantee domain-specific policies. We demonstrate the SEC proof-of-concept by presenting a shared nonblocking SEC vector. To eliminate the hazards of the ABA problem (a fundamental problem in lock-free programming), we introduce an innovative library for querying C++ semantic information. Our SEC design aims at providing an effective model for shared data access within the JPL's Mission Data System. Our test results show that the SEC vector delivers significant performance gains (a factor of 3 or more) in contrast to the application of nonblocking synchronization amended with the traditional ABA avoidance scheme. © 2009 IEEE."
Semi-Automated & Collaborative Online Training Module For Improving Communication Skills,Ru Zhao and Vivian Li and Hugo Barbosa and Gourab Ghoshal and Mohammed Ehsan Hoque,"ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies 1.2 (2017):",2017,ACM,0,NN,NN,NN,NN,NN,NN,NN,NN,NN,NO,Exclude,,,,,,,,
Semi-automatic Software Development Based on MDD for Heterogeneous Multi-joint Robots,"Hyun Seung Son; Woo Yeol Kim; Kim, R.","Future Generation Communication and Networking Symposia, 2008. FGCNS '08. Second International Conference on",2008,IEEE,1,1,1,1,1,1,0,0,0,0,YES,Include,,,,,,,,
SEMO: A Semantic Model for Emotion Recognition in Web Objects,"Franzoni, Valentina;Milani, Alfredo;Biondi, Giulio",WI '17,2017,ACM,0,NN,NN,NN,NN,NN,NN,NN,NN,NN,NO,Exclude,,cp,"Proceedings - 2017 IEEE/WIC/ACM International Conference on Web Intelligence, WI 2017",2017-08-23,10.1145/3106426.3109417,2-s2.0-85031022776,Affective data | Artificial intelligence | Emotion recognition | Semantic similarity measures | Sentiment analysis | Web document retrieval,"© 2017 ACM.In this work, we present SEMO, a Semantic Model for Emotion Recognition, which enables users to detect and quantify the emotional load related to basic emotions hidden in short, emotionally rich sentences (e.g. news titles, tweets, captions). The idea of assessing the semantic similarity of concepts by looking at the occurrences and co-occurrences of terms describing them in pages indexed by a search engine can be directly extended to emotions, and to the words expressing them in different languages. The emotional content associated to a particular emotion for a term can thus be estimated using webbased similarity measures, e.g. Confidence, PMI, NGD and PMING, aggregating the distance computed by a model of emotions, e.g. Ekman, Plutchik and Lovheim. Emotions are ranked based on their similarity to the analyzed text, describing each sentence through a vector of values of emotion load, which form the Vector Space Model for the chosen emotion model and similarity measures. The model is tested comparing experimental results to a ground truth in literature. SEMO takes care of both the phases of data collection and data analysis, to produce knowledge to be used in application domains such as social robots, recommender systems, and human-machine interactive systems."
SeMo: Service-Oriented and Model-Based Software Framework for Cooperating Robots,"Hong, Hyesun;Jung, Hanwoong;Park, Kangkyu;Ha, Soonhoi",IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems 37.11,2018,ACM,1,1,1,1,1,1,0,0,0,0,YES,Include,,ar,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,2018-11-01,10.1109/TCAD.2018.2857339,2-s2.0-85050249404,Automatic code generation | high-level specification | software development framework,"© 1982-2012 IEEE.In the near future, it will be common that a variety of robots are cooperating to perform a mission in various fields. A key technical challenge to realize this vision is software challenge on how to specify the mission at the user level and how to program each robot separately. In this paper, we propose a novel software development framework that separates mission specification and robot behavior programming. For mission specification, a novel scripting language is proposed with the expression capability of dynamic mode change and multitasking. For robot behavior programming, an extended dataflow model is used for task-level behavior specification that does not depend on the robot hardware platform. In the proposed framework, the actual robot software is automatically generated from the model. The viability of the proposed framework is demonstrated with two real-life experiments."
"Senkyunolide I protects rat brain against focal cerebral ischemiaâ€“reperfusion injury by up-regulating p-Erk1/2, Nrf2/HO-1 and inhibiting caspase 3","Hu, Yangye; Duan, Muyin; Liang, Shuang; Wang, Yuan & Feng, Yi",Brain Research,2015,ScienceDirect,NN,NN,NN,NN,NN,NN,NN,NN,1,NN,NO,Exclude,,,,,,,,
Sensing Behavioral Change over Time: Using Within-Person Variability Features from Mobile Sensing to Predict Personality Traits,Weichen Wang and Gabriella M. Harari and Rui Wang and Sandrine R. M&#252;ller and Shayan Mirjafari and Kizito Masaba and Andrew T. Campbell,"Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies 2.3 (2018):",2018,ACM,0,NN,NN,NN,NN,NN,NN,NN,NN,NN,NO,Exclude,,,,,,,,
Sensing Experiment in a Caregiving Facility for Correlation Analysis of Sleep and Daytime Activities,"Matsuki, Moe;Inoue, Sozo",UbiComp '18,2018,ACM,0,NN,NN,NN,NN,NN,NN,NN,NN,NN,NO,Exclude,,cp,UbiComp/ISWC 2018 - Adjunct Proceedings of the 2018 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2018 ACM International Symposium on Wearable Computers,2018-10-08,10.1145/3267305.3267636,2-s2.0-85058343236,Analysis | Caregiving facility | Health | Sensing experiment | Sleep,"© Copyright held by the owner/author(s).We present an experiment for 5 months with 30 residents in a caregiving facility to collect big data and to analyze the correlation between sleep and daytime activities.Analysis of sleep is useful for health care and for self analysis. Especially, knowing how daytime activities are influenced by sleep quality, and vice versa, are important as well as analyzing the sleep status itself.Existing analysis of correlation between sleep and the daytime activities collected at maximum 1 week and the recorded activities are primitive such as'activity levels'. In this paper, we performed a sensing experiment at a caregiving facility to collect big data for 30 subjects and for 5 months. Furthermore, by collecting care records for subject, it is possible to collect the daytime activities data.Finally, we analyzed the data of five subjects for 26 days, and found that (1) the sleeping situation can estimate whether users will do daytime exercise with an accuracy of 91% for specific users, and (2) that the information of the daytime exercise influences the time when users start to sleep for specific users."
Sensitivity Analysis of the Elasto-Geometrical Model of Cable-Driven Parallel Robots,"Baklouti, Sana;Caro, Stéphane;Courteille, Eric",CABLE-DRIVEN PARALLEL ROBOTS,2018,WOS,0,NN,NN,NN,NN,NN,NN,NN,NN,NN,NO,Exclude,,cp,Mechanisms and Machine Science,2018-01-01,10.1007/978-3-319-61431-1_4,2-s2.0-85025806646,,"© Springer International Publishing AG 2018.This paper deals with the sensitivity analysis of the elasto-geometrical model of Cable-Driven Parallel Robots (CDPRs) to their geometric and mechanical uncertainties. This sensitivity analysis is crucial in order to come up with a robust model-based control of CDPRs. Here, 62 geometrical and mechanical error sources are considered to investigate their effect onto the static deflection of the moving-platform (MP) under an external load. A reconfigurable CDPR, named “CAROCA”, is analyzed as a case of study to highlight the main uncertainties affecting the static deflection of its MP."
Sensor-based Road Model Estimation for Autonomous Driving,"Thomas, Julian;Rojas, Raul",2017 28TH IEEE INTELLIGENT VEHICLES SYMPOSIUM (IV 2017),2017,WOS,0,NN,NN,NN,NN,NN,NN,NN,NN,NN,NO,Exclude,,cp,"IEEE Intelligent Vehicles Symposium, Proceedings",2017-07-28,10.1109/IVS.2017.7995962,2-s2.0-85028077056,,"© 2017 IEEE.In the course of the development and integration of the autonomous driving the knowledge about the current environment and especially the road is one of the basic requirements to fulfill the automated driving task. This information is often extracted from a precise map provided in the vehicle. Therefore the road course and the individual lanes are known in advance by using the map and a suitable ego position estimation. However, in some situations such a map may be invalid and therefore unUSAble. This can be a driving area which was never mapped or regions where the map is outdated because the environment has changed. The following paper addresses the problem of building a road model without using a map by only fusing measurements from different sensors mounted on the ego vehicle. As sensor measurements various information like lane markings painted on the ground, the position of other cars or occupancy grids can be used. They are transformed into a grid-based model and a geometrical description is extracted out of this model by the use of a novel path-planning based method. The proposed approach was tested with a vehicle equipped with sensors and real measurement data from German highways."
Service robot control architectures for flexible and robust real-world task execution: Best practices and patterns,"Lutz M., Stampfer D., Lotz A., Schlegel C.","Lecture Notes in Informatics (LNI), Proceedings - Series of the Gesellschaft fur Informatik (GI)",2014,Scopus,0,0,0,NN,NN,NN,NN,NN,NN,NN,NO,Exclude,,cp,,,,2-s2.0-84922551823,,"Successfully building complex service robotic systems that robustly operate in real-world environments gives a lot of insights into what are valuable patterns in architecting such systems. In this paper, we describe some of our insights with respect to robot control architectures and robotics software systems engineering. The focus of the paper is not on discussing specific functionalities but to explain some best practices that evolved out of our experience in building complex software intensive robotic systems. These behind-the-scenes insights are in particular relevant in moving forward towards a robotics business ecosystem with separation of roles and based on model-driven approaches for handling systems of systems."
Service-oriented and collaborative portal for digital cities,"Li, Jiaxing;Li, Yinsheng;Lu, Xiaohua","Proceedings of the 2007 11th International Conference on Computer Supported Cooperative Work in Design, CSCWD",2007,Scopus,0,0,0,NN,NN,NN,NN,NN,NN,NN,NO,Exclude,,cp,"Proceedings of the 2007 11th International Conference on Computer Supported Cooperative Work in Design, CSCWD",2007-12-01,10.1109/CSCWD.2007.4281492,2-s2.0-47649110476,City portal | Digital city | Service-oriented architecture | Web services,"Cities are being equipped with numerous systems and applications to provide city monitoring and public services for city officers, businesses, and residents. There are emerging problems with data islands and function overlaps. A collaborative portal for digital city is proposed to apply service-oriented architecture into the planning, design, implementation and integration of digital cities, to facilitate the collaborative work and information sharing between applications, systems and users. The goal is to make cities responsive and provide powerful services to their residents. A model-driven collaborative development platform based on Web services has been developed to facilitate the development of the city portal. A scenario of digital city service, i.e., traffic search service, has been developed and evaluated on the platform to integrate intelligent transportation system and GIS systems. ©2007 IEEE."
SERVICES 2009 - 5th 2009 World Congress on Services,[No author name available],SERVICES 2009 - 5th 2009 World Congress on Services,2009,Scopus,NN,NN,NN,0,NN,NN,NN,NN,NN,NN,NO,Exclude,,,,,,,,
Set membership prediction of nonlinear time series,"Milanese, M.; Novara, C.","Automatic Control, IEEE Transactions on",2005,IEEE,0,0,0,NN,NN,NN,NN,NN,NN,NN,NO,Exclude,,,,,,,,
Shaping Cooperation Between Humans and Agents with Emotion Expressions and Framing,Celso M. de Melo and Peter Khooshabeh and Ori Amir and Jonathan Gratch,AAMAS '18,2018,ACM,0,NN,NN,NN,NN,NN,NN,NN,NN,NN,NO,Exclude,,cp,,,,2-s2.0-85054752355,,"© 2018 International Foundation for Autonomous Agents and Multiagent Systems (www.ifaamas.org). All rights reserved.Emotion expressions can help solve social dilemmas where individual interest is pitted against the collective interest. Building on research that shows that emotions communicate intentions to others, we reinforce that people can infer whether emotionally expressive computer agents intend to cooperate or compete. We further show important distinctions between computer agents that are perceived to be driven by humans (i.e., avatars) vs. by algorithms (i.e., agents). Our results reveal that, when the emotion expression reflects an intention to cooperate, participants will cooperate more with avatars than with agents; however, when the emotion reflects an intention to compete, participants cooperate just as little with avatars as with agents. Finally, we present first evidence that the way the dilemma is described - or framed - can influence people's decision-making. We discuss implications for the design of autonomous agents that foster cooperation with humans, beyond what game theory predicts in social dilemmas."
Shaping Opinion Dynamics in Social Networks,Abir De and Sourangshu Bhattacharya and Niloy Ganguly,AAMAS '18,2018,ACM,0,NN,NN,NN,NN,NN,NN,NN,NN,NN,NO,Exclude,,cp,,,,2-s2.0-85054604146,,"© 2018 International Foundation for Autonomous Agents and Multiagent Systems (www.ifaamas.org). All rights reserved.A networked opinion diffusion process that usually involves extensive spontaneous discussions between connected users, is often propelled by external sources of news or feeds recommended to them. In many applications like marketing design, or product launch, etc., corporations often post curated news or feeds on social media in order to steer the users' opinions in a desired way. We call such scenarios as opinion shaping or opinion control whereby a few select users called control users post opinionated messages to drive the others' opinions to reach a given state. In this paper, we propose SmartShape, an opinion control package that jointly selects the control users, as well as computes the optimum rate of control messages, thereby driving the networked opinion dynamics to the desired direction. Furthermore, our proposal also includes a robust shaping suit which makes our control framework resilient to stochastic fluctuations of opinion dynamics, originating from several sources of randomness. Experiments on several synthetic and real datasets gathered from Twitter, show that SmartShape can accurately determine the quality of a set of control users as well as shape the opinion dynamics more effectively than several baselines."
